epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
398,697.549,0.80951,1.49746,0.64301,1.0427,0.87558,0.74487,0.84967,0.63361,0.88209,0.74589,0.84662,0.59815,0.90447,1.74495,0.81012,1.10118,0.00167705,0.00167705,0.00167705
399,699.267,0.73337,1.20298,0.59828,0.99893,0.8458,0.78006,0.8487,0.6433,0.85285,0.78592,0.8504,0.59952,0.88333,1.68504,0.80502,1.08262,0.00167552,0.00167552,0.00167552
400,700.986,0.77928,1.30096,0.64006,1.02331,0.86789,0.7654,0.84764,0.64321,0.88718,0.77126,0.85443,0.60914,0.88732,1.67642,0.80309,1.08447,0.00167398,0.00167398,0.00167398
401,702.717,0.74552,1.25773,0.61539,1.01563,0.87939,0.74837,0.85575,0.64323,0.88471,0.76514,0.85639,0.60968,0.89245,1.697,0.81147,1.08621,0.00167244,0.00167244,0.00167244
402,704.462,0.79662,1.44513,0.64928,1.04427,0.83363,0.77881,0.85565,0.64661,0.86891,0.76833,0.84984,0.60057,0.90163,1.9116,0.79357,1.07627,0.0016709,0.0016709,0.0016709
403,706.162,0.7931,1.41493,0.62424,1.03897,0.81758,0.78299,0.85805,0.65841,0.82983,0.79472,0.85884,0.60349,0.8655,1.90148,0.78918,1.06544,0.00166935,0.00166935,0.00166935
404,707.809,0.8427,1.46489,0.65364,1.04392,0.83351,0.78006,0.85953,0.65033,0.8728,0.77126,0.86256,0.59237,0.87238,1.85398,0.78806,1.07468,0.0016678,0.0016678,0.0016678
405,709.531,0.75765,1.20087,0.58929,1.00618,0.86596,0.7566,0.84809,0.63133,0.8832,0.74487,0.85749,0.58902,0.93157,1.85125,0.81186,1.10044,0.00166625,0.00166625,0.00166625
406,711.263,0.81737,1.50491,0.66118,1.05102,0.88796,0.74373,0.84615,0.61297,0.88962,0.75636,0.85825,0.57531,0.98248,1.91067,0.81902,1.11485,0.0016647,0.0016647,0.0016647
407,712.972,0.7156,1.18983,0.57164,0.99389,0.86142,0.74487,0.83761,0.61716,0.85484,0.75989,0.84821,0.58023,0.9721,1.90259,0.82568,1.11156,0.00166314,0.00166314,0.00166314
408,714.697,0.78433,1.38722,0.63468,1.03952,0.8569,0.71999,0.83502,0.61915,0.87097,0.72434,0.84141,0.57596,0.91678,1.85063,0.86533,1.10048,0.00166158,0.00166158,0.00166158
409,716.391,0.81263,1.48142,0.66003,1.04753,0.82232,0.76006,0.83493,0.60862,0.81627,0.76871,0.84385,0.56981,0.94131,1.86377,0.8875,1.10855,0.00166002,0.00166002,0.00166002
410,718.084,0.78208,1.33498,0.63802,1.04194,0.84378,0.78886,0.85314,0.62657,0.8428,0.79765,0.85548,0.57846,0.94246,1.83678,0.84032,1.08907,0.00165845,0.00165845,0.00165845
411,719.827,0.75195,1.2454,0.60523,1.00413,0.80826,0.82111,0.86426,0.64926,0.89087,0.7566,0.8726,0.59021,0.87455,1.83326,0.78037,1.06052,0.00165689,0.00165689,0.00165689
412,721.557,0.78622,1.36738,0.62741,1.03483,0.86027,0.78592,0.87942,0.65806,0.86644,0.78002,0.87923,0.59436,0.87,1.80898,0.77039,1.0533,0.00165532,0.00165532,0.00165532
413,723.264,0.78134,1.37758,0.6427,1.04066,0.89435,0.7478,0.88133,0.65779,0.90657,0.75073,0.87266,0.60201,0.86128,1.79056,0.76285,1.04799,0.00165374,0.00165374,0.00165374
414,724.928,0.78143,1.43025,0.62188,1.03889,0.88909,0.77419,0.88769,0.65228,0.88235,0.76833,0.87565,0.59913,0.8888,1.82658,0.75885,1.04774,0.00165216,0.00165216,0.00165216
415,726.586,0.72828,1.16622,0.56738,0.99332,0.82943,0.79472,0.87695,0.65305,0.8316,0.79652,0.87216,0.60581,0.87846,1.80825,0.77682,1.0578,0.00165059,0.00165059,0.00165059
416,728.287,0.76338,1.26834,0.60229,0.99953,0.83126,0.79457,0.86644,0.64158,0.84564,0.77113,0.86095,0.60548,0.88578,1.80731,0.79041,1.0691,0.001649,0.001649,0.001649
417,729.986,0.72189,1.14137,0.57511,0.99607,0.83835,0.78006,0.86353,0.64042,0.84863,0.79472,0.87556,0.59327,0.90556,1.83271,0.78792,1.07668,0.00164742,0.00164742,0.00164742
